Parasite.species,parasite_genus,parasite_family,parasite_order,parasite_class,parasite_phylum,Host.no,Host_no_fac,Stage,assumed_stage,Def.int,Facultative,num_hosts,host_phylum,host_class,host_bm,host_tl,endo_ecto,prop_endo,vert_invert,habitat,prop_terr,Site,body_cavity,gi_tract,gi_wall,pulmonary,biliary,urinary,enclosed,lcl_max,lcl_max_fac,initial_biov,initial_length,initial_width,biovolume,avg_length,avg_width,avg_dt,avg_dd,rel_growth,biov_paratenic,avg_dt_paratenic,avg_dd_paratenic,rel_growth_paratenic,tree_tips
Amirthalingamia macracantha,Amirthalingamia,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,2larv,no,int,no,2,Chordata,Actinopterygii,2.673605241,2,ecto,0,invert,aquatic,0,mesentery,no,no,no,no,no,no,yes,3,3,NA,NA,NA,6.415524898,3.4,1.55,NA,NA,NA,6.415524898,NA,NA,NA,Amirthalingamia_macracantha
Amirthalingamia macracantha,Amirthalingamia,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes,3,3,adult,no,def,no,2,Chordata,Aves,3.448811003,3.903862434,endo,1,vert,aquatic,0,gut,no,yes,no,no,no,no,no,3,3,6.415524898,3.4,1.55,85.1,46,1.85,NA,NA,1.122697365,85.1,NA,NA,1.122697365,Amirthalingamia_macracantha
Amoebotaenia cuneata,Amoebotaenia,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,3,Annelida,Clitellata,-0.68,2,ecto,0,invert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,2,2,1.53E-05,0.03,0.03,0.00308295,0.29,0.16,14,NA,2.303841931,0.00308295,14,NA,2.303841931,Amoebotaenia_cuneata
Amoebotaenia cuneata,Amoebotaenia,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,2,Chordata,Aves,2.894346326,2.1,endo,1,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,2,2,0.00308295,0.29,0.16,2.433333333,2.75,0.9,27,958.5,2.897235182,2.433333333,27,958.5,2.897235182,Amoebotaenia_cuneata
Amphilina foliacea,Amphilina,Amphilinidae,Amphilinidea,Cestoda,Platyhelminthes,1,1,1larv,no,int,no,9,Arthropoda,Malacostraca,-2.374690783,2.5,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,0.004622882,0.295,0.173,2.33940825,2.41525,0.8265,37,671.5,2.704193173,2.33940825,37,671.5,2.704193173,Amphilina_foliacea
Amphilina foliacea,Amphilina,Amphilinidae,Amphilinidea,Cestoda,Platyhelminthes,2,2,adult,no,def,no,4,Chordata,Actinopterygii,4.735576414,3.7,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,2.33940825,2.41525,0.8265,733.4375,38.41666667,16.58333333,182,1365,2.496257094,733.4375,182,1365,2.496257094,Amphilina_foliacea
Amplicaecum robertsi,Ophidascaris,Ophidascaridae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,no,int,paratenic,13,Chordata,Craniata,1.829412856,2.850625,ecto,0,vert,terrestrial,1,body cavity,yes,no,no,no,no,no,no,3,3,0.000271777,0.08775,0.076625,NA,0.451615385,NA,NA,NA,NA,0.000271777,1,20,0,Ophidascaris_robertsi
Amplicaecum robertsi,Ophidascaris,Ophidascaridae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,no,23,Chordata,Mammalia,2.105696845,2.326764706,endo,1,vert,terrestrial,1,liver,no,no,no,no,yes,no,no,3,3,NA,0.451615385,NA,NA,49.22727273,NA,56,1876,NA,NA,56,1876,NA,Ophidascaris_robertsi
Amplicaecum robertsi,Ophidascaris,Ophidascaridae,Ascaridida,Chromadorea,Nematoda,3,3,adult,no,def,no,5,Chordata,Craniata,2.871941671,2.97625,ecto,0,vert,terrestrial,1,gut,no,yes,no,no,no,no,no,3,3,NA,49.22727273,NA,100.1289392,129.5,0.925,NA,NA,NA,100.1289392,NA,NA,NA,Ophidascaris_robertsi
Ancyracanthopsis winegardi,Ancyracanthopsis,Acuariidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Malacostraca,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,2,2,1.08E-05,0.039,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ancyracanthopsis_winegardi
Ancyracanthopsis winegardi,Ancyracanthopsis,Acuariidae,Spirurida,Chromadorea,Nematoda,2,2,adult,no,def,no,7,Chordata,Aves,2.283011308,3.227833715,endo,1,vert,terrestrial,1,gizzard,no,yes,no,no,no,no,no,2,2,NA,NA,NA,0.108023663,10.4,0.115,NA,NA,NA,0.108023663,NA,NA,NA,Ancyracanthopsis_winegardi
Andersonstrongylus captivensis,Andersonstrongylus,Metastrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,adult,no,def,no,1,Chordata,Mammalia,2.941098739,2.65,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,1,1,NA,NA,NA,0.285853761,15.65,0.1525,22,737,NA,0.285853761,22,737,NA,Andersonstrongylus_captivensis
Angiostrongylus andersoni,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,5,Mollusca,Gastropoda,-1.340101189,2.066666667,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,5.30E-05,0.3,0.015,0.000395841,0.56,0.03,11,187,0.873126764,0.000395841,11,187,0.873126764,Angiostrongylus_andersoni
Angiostrongylus andersoni,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,1,Chordata,Mammalia,1.698169714,2.5,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,0.000395841,0.56,0.03,NA,NA,NA,24,804,NA,NA,24,804,NA,Angiostrongylus_andersoni
Angiostrongylus cantonensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,23,Mollusca,Gastropoda,-0.759920413,2.010869565,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,3,3,4.06E-05,0.25835,0.013975,0.000241189,0.467316667,0.025633333,20.31574981,400.7901114,0.774094258,0.000241189,20.31574981,400.7901114,0.774094258,Angiostrongylus_cantonensis
Angiostrongylus cantonensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,5,Chordata,Actinopterygii,2.239945156,2.89375,ecto,0,invert,terrestrial,1,gut wall; gut lumen; body cavity,yes,yes,yes,no,no,no,no,3,3,0.000241189,0.467316667,0.025633333,0.000265093,0.463,0.027,NA,NA,0.04104039,0.000265093,1,20,0.04104039,Angiostrongylus_cantonensis
Angiostrongylus cantonensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,3,3,adult,no,def,no,20,Chordata,Mammalia,2.181370341,2.2625,endo,1,vert,terrestrial,1,heart; pulmonary arteries,no,no,no,no,no,no,yes,3,3,0.000265093,0.463,0.027,4.2517184,26.75333333,0.446666667,43.5,1457.25,4.205166092,4.2517184,43.5,1457.25,4.205166092,Angiostrongylus_cantonensis
Angiostrongylus costaricensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,6,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,4.43E-05,0.268,0.0145,0.000290019,0.471,0.028,17.5,NA,0.816466171,0.000290019,17.5,NA,0.816466171,Angiostrongylus_costaricensis
Angiostrongylus costaricensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,6,Chordata,Mammalia,2.068558307,2.2,endo,1,vert,terrestrial,1,mesenteric arteries,no,no,no,no,no,no,yes,2,2,0.000290019,0.471,0.028,1.73311162,29.85,0.25,24,804,3.776399683,1.73311162,24,804,3.776399683,Angiostrongylus_costaricensis
Angiostrongylus dujardini,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,8,Mollusca,Gastropoda,-0.529293526,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,5.63E-05,0.341,0.0145,0.000361655,0.495,0.0305,18,279,0.807714494,0.000361655,18,279,0.807714494,Angiostrongylus_dujardini
Angiostrongylus dujardini,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,2,Chordata,Mammalia,1.131863867,2.2,endo,1,vert,terrestrial,1,heart,no,no,no,no,no,no,yes,2,2,0.000361655,0.495,0.0305,1.167931248,17.05,0.295,25,837.5,3.509122519,1.167931248,25,837.5,3.509122519,Angiostrongylus_dujardini
Angiostrongylus mackerrasae,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,4,Mollusca,Gastropoda,-1.344738664,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,4.77E-05,0.2775,0.01475,0.000248382,0.506,0.025,15.5,314.9225,0.716873146,0.000248382,15.5,314.9225,0.716873146,Angiostrongylus_mackerrasae
Angiostrongylus mackerrasae,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,3,Chordata,Mammalia,1.895432008,2.3,endo,1,vert,terrestrial,1,heart; pulmonary arteries,no,no,no,no,no,no,yes,2,2,0.000248382,0.506,0.025,3.076070812,25.75,0.39,43.5,1457.25,4.092875913,3.076070812,43.5,1457.25,4.092875913,Angiostrongylus_mackerrasae
Angiostrongylus malaysiensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,5,Mollusca,Gastropoda,0.5289167,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,NA,NA,NA,0.0002474,0.35,0.03,10.5,NA,NA,0.0002474,10.5,NA,NA,Angiostrongylus_malaysiensis
Angiostrongylus malaysiensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,5,Chordata,Mammalia,1.813744845,2.3,endo,1,vert,terrestrial,1,heart,no,no,no,no,no,no,yes,2,2,0.0002474,0.35,0.03,2.63426471,24.5,0.37,32,1072,4.027258979,2.63426471,32,1072,4.027258979,Angiostrongylus_malaysiensis
Angiostrongylus schmidti,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,2,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,5.67E-05,0.282,0.016,0.000219787,0.529,0.023,NA,NA,0.58842227,0.000219787,NA,NA,0.58842227,Angiostrongylus_schmidti
Angiostrongylus schmidti,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,7,Chordata,Mammalia,1.484106011,2.292857143,endo,1,vert,terrestrial,1,lungs,no,no,no,yes,no,no,no,2,2,0.000219787,0.529,0.023,2.286433462,23.1,0.355,30,1005,4.017157342,2.286433462,30,1005,4.017157342,Angiostrongylus_schmidti
Angiostrongylus siamensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Mollusca,Gastropoda,NA,2,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,2,2,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,Angiostrongylus_siamensis
Angiostrongylus siamensis,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,adult,no,def,no,7,Chordata,Mammalia,1.824502907,2.333333333,endo,1,vert,terrestrial,1,mesenteric arteries,no,no,no,no,no,no,yes,2,2,NA,0.514,NA,NA,12.65,NA,31,1038.5,NA,NA,31,1038.5,NA,Angiostrongylus_siamensis
Angiostrongylus vasorum,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,1,1,1larv,no,int,no,10,Mollusca,Gastropoda,-0.025150617,2.013333333,ecto,0,invert,terrestrial,1,muscles,no,no,no,no,no,no,yes,3,3,6.19E-05,0.35,0.015,0.000374773,0.54449,0.02948,20.5,350.75,0.782428294,0.000374773,20.5,350.75,0.782428294,Angiostrongylus_vasorum
Angiostrongylus vasorum,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,2,Chordata,Mammalia,2.0011348,2.65,ecto,0.5,vert,terrestrial,1,gut wall; mesentery,no,no,yes,no,no,no,yes,3,3,0.000374773,0.54449,0.02948,NA,NA,NA,NA,NA,NA,0.000374773,1,20,0,Angiostrongylus_vasorum
Angiostrongylus vasorum,Angiostrongylus,Angiostrongylidae,Rhabditida,Chromadorea,Nematoda,3,3,adult,no,def,no,5,Chordata,Mammalia,3.444373862,3.028061106,endo,1,vert,terrestrial,1,heart; pulmonary arteries,no,no,no,no,no,no,yes,3,3,NA,NA,NA,0.789491659,16.435,0.26,49.16666667,1647.083333,NA,0.789491659,49.16666667,1647.083333,NA,Angiostrongylus_vasorum
Anguillicola crassus,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,10,Arthropoda,Hexanauplia,-4.701759421,2,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,7.62E-05,0.251,0.01942,0.000766,0.762,0.0349,15.95454545,212.8863636,1.002436562,0.000766,15.95454545,212.8863636,1.002436562,Anguillicola_crassus
Anguillicola crassus,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,19,Chordata,Actinopterygii,2.241831062,3.063328231,ecto,0,invert,aquatic,0,body cavity; swim bladder,yes,no,no,yes,no,no,no,3,3,0.000766,0.762,0.0349,0.001312641,0.958125,0.040666667,NA,NA,0.233917389,0.001312641,1,20,0.233917389,Anguillicola_crassus
Anguillicola crassus,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,3,3,adult,no,def,no,2,Chordata,Actinopterygii,2.752820156,3.338678451,ecto,0,invert,aquatic,0,swim bladder,no,no,no,yes,no,no,no,3,3,0.001312641,0.958125,0.040666667,124.9043029,24.44357143,2.28475,99.25,1519,4.97843146,124.9043029,99.25,1519,4.97843146,Anguillicola_crassus
Anguillicola globiceps,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,6,Arthropoda,Hexanauplia,-5.051527965,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,0.000136777,0.312,0.0225,0.001063186,0.89,0.039,7.5,187.5,0.890595742,0.001063186,7.5,187.5,0.890595742,Anguillicola_globiceps
Anguillicola globiceps,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,2,2,2larv,yes,int,paratenic,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity; swim bladder,yes,no,no,yes,no,no,no,3,3,0.001063186,0.89,0.039,NA,NA,NA,NA,NA,NA,0.001063186,1,20,0,Anguillicola_globiceps
Anguillicola globiceps,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,3,3,adult,no,def,no,1,Chordata,Actinopterygii,2.851976078,3.55,ecto,0,invert,aquatic,0,swim bladder,no,no,no,yes,no,no,no,3,3,NA,NA,NA,109.0866825,48.78,1.645,NA,NA,NA,109.0866825,NA,NA,NA,Anguillicola_globiceps
Anguillicola novaezelandiae,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Hexanauplia,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,3.74E-05,0.2115,0.015,0.000971202,0.813,0.039,17,264.75,1.41472687,0.000971202,17,264.75,1.41472687,Anguillicola_novaezelandiae
Anguillicola novaezelandiae,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,2,2,2larv,yes,int,paratenic,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity; swim bladder,yes,no,no,yes,no,no,no,3,3,0.000971202,0.813,0.039,NA,NA,NA,NA,NA,NA,0.000971202,1,20,0,Anguillicola_novaezelandiae
Anguillicola novaezelandiae,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,3,3,adult,no,def,no,3,Chordata,Actinopterygii,2.996007642,3.652452301,ecto,0,invert,aquatic,0,swim bladder,no,no,no,yes,no,no,no,3,3,NA,NA,NA,23.00204692,14.67116667,1.240666667,120,1800,NA,23.00204692,120,1800,NA,Anguillicola_novaezelandiae
Anguillicola papernai,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,1,1,1larv,no,int,no,2,Arthropoda,Hexanauplia,-4.825428326,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,3,3,4.69E-05,0.1845,0.018,0.000780202,0.7665,0.036,NA,NA,1.22057578,0.000780202,NA,NA,1.22057578,Anguillicola_papernai
Anguillicola papernai,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,2,2,2larv,yes,int,paratenic,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity; swim bladder,yes,no,no,yes,no,no,no,3,3,0.000780202,0.7665,0.036,NA,NA,NA,NA,NA,NA,0.000780202,1,20,0,Anguillicola_papernai
Anguillicola papernai,Anguillicola,Anguillicolidae,Spirurida,Chromadorea,Nematoda,3,3,adult,no,def,no,2,Chordata,Actinopterygii,2.845606668,3.213678451,ecto,0,invert,aquatic,0,swim bladder,no,no,no,yes,no,no,no,3,3,NA,NA,NA,101.4287563,22.235,2.41,NA,NA,NA,101.4287563,NA,NA,NA,Anguillicola_papernai
Anisakis berlandi,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_berlandi
Anisakis berlandi,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,11,Chordata,Actinopterygii,2.877291473,3.629929422,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,Anisakis_berlandi
Anisakis berlandi,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,3,Chordata,Actinopterygii,3.559166648,3.99,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,Anisakis_berlandi
Anisakis berlandi,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,2,Chordata,Mammalia,5.88770492,3.8625,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,NA,48.25,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_berlandi
Anisakis brevispiculata,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_brevispiculata
Anisakis brevispiculata,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,5,Chordata,Actinopterygii,3.548509115,3.992,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,17.35131939,30.535,0.85,NA,NA,NA,17.35131939,1,20,0,Anisakis_brevispiculata
Anisakis brevispiculata,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,2,Chordata,Actinopterygii,4.645574487,4.475,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,17.35131939,30.535,0.85,NA,NA,NA,NA,NA,NA,17.35131939,1,20,0,Anisakis_brevispiculata
Anisakis brevispiculata,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,1,Chordata,Mammalia,5.243337244,3.75,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,31.93114773,33.6,1.1,NA,NA,NA,31.93114773,NA,NA,NA,Anisakis_brevispiculata
Anisakis nascettii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_nascettii
Anisakis nascettii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,7,Chordata,Actinopterygii,3.095481328,3.958064935,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,Anisakis_nascettii
Anisakis nascettii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,3,Chordata,Actinopterygii,3.46426846,4.466666667,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,Anisakis_nascettii
Anisakis nascettii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,5,Chordata,Mammalia,6.233463916,3.46,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,844.6957247,109.75,3,NA,NA,NA,844.6957247,NA,NA,NA,Anisakis_nascettii
Anisakis paggiae,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_paggiae
Anisakis paggiae,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,6,Chordata,Actinopterygii,3.221522641,4.1635,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,4.090416467,19.16,0.52,NA,NA,NA,4.090416467,1,20,0,Anisakis_paggiae
Anisakis paggiae,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,3,Chordata,Actinopterygii,4.193957041,4.476666667,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,4.090416467,19.16,0.52,NA,NA,NA,NA,NA,NA,4.090416467,1,20,0,Anisakis_paggiae
Anisakis paggiae,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,2,Chordata,Mammalia,5.252973251,3.75,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_paggiae
Anisakis pegreffii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,no,int,no,1,Arthropoda,Malacostraca,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,19.03,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_pegreffii
Anisakis pegreffii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,104,Chordata,Actinopterygii,2.644613113,3.755661267,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,19.03,NA,3.106630393,21.19666667,0.433333333,NA,NA,NA,3.106630393,1,20,0,Anisakis_pegreffii
Anisakis pegreffii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,27,Chordata,Actinopterygii,3.571442798,4.209966452,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,3.106630393,21.19666667,0.433333333,NA,NA,NA,NA,NA,NA,3.106630393,1,20,0,Anisakis_pegreffii
Anisakis pegreffii,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,5,Chordata,Mammalia,5.572365842,3.664464286,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_pegreffii
Anisakis physeteris,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,yes,int,no,NA,NA,NA,NA,NA,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisakis_physeteris
Anisakis physeteris,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,23,Chordata,Actinopterygii,3.007653605,4.026429752,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,NA,NA,NA,9.138566584,27.1125,0.649625,NA,NA,NA,9.138566584,1,20,0,Anisakis_physeteris
Anisakis physeteris,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,6,Chordata,Actinopterygii,3.540399387,4.406666667,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,9.138566584,27.1125,0.649625,NA,NA,NA,NA,NA,NA,9.138566584,1,20,0,Anisakis_physeteris
Anisakis physeteris,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,1,Chordata,Mammalia,7.426392434,4.175,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,1361.880415,96,4.25,NA,NA,NA,1361.880415,NA,NA,NA,Anisakis_physeteris
Anisakis simplex,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,1,1,1larv,no,int,no,9,Arthropoda,Malacostraca,-1.479851232,2.577179487,ecto,0,invert,aquatic,0,body cavity,yes,no,no,no,no,no,no,4,3+,NA,0.25,NA,2.945691542,21.189375,0.411666667,NA,NA,NA,2.945691542,NA,NA,NA,Anisakis_simplex
Anisakis simplex,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,2,2,2larv,no,int,paratenic,79,Chordata,Actinopterygii,2.813420928,3.786506186,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,2.945691542,21.189375,0.411666667,6.309682874,24.36636364,0.558428571,NA,NA,0.330820264,6.309682874,1,20,0.330820264,Anisakis_simplex
Anisakis simplex,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,3,3,3larv,no,int,paratenic,17,Chordata,Actinopterygii,3.660960594,4.053835614,ecto,0,invert,aquatic,0,viscera,no,no,no,no,no,no,yes,4,3+,6.309682874,24.36636364,0.558428571,NA,NA,NA,NA,NA,NA,6.309682874,1,20,0,Anisakis_simplex
Anisakis simplex,Anisakis,Anisakidae,Ascaridida,Chromadorea,Nematoda,4,4,adult,no,def,no,9,Chordata,Mammalia,5.537295998,3.919876882,endo,1,vert,aquatic,0,stomach,no,yes,no,no,no,no,no,4,3+,NA,NA,NA,671.1421201,139.5,2.475,NA,NA,NA,671.1421201,NA,NA,NA,Anisakis_simplex
