"Scientific","tl"
"Aetobatus ocellatus",3.62
"Aetomylaeus asperrimus",3.77
"Aetomylaeus bovinus",3.79
"Aetomylaeus caeruleofasciatus",3.77
"Aetomylaeus maculatus",3.77
"Aetomylaeus milvus",3.77
"Aetomylaeus nichofii",3.76
"Aetomylaeus vespertilio",3.77
"Afrixalus fornasini",3.25
"Afrixalus fulvovittatus",3
"Afrixalus uluguruensis",3
"Afrocucumis africana",2.5
"Afroedura africana",3
"Afroedura halli",3
"Afroedura karroica",3
"Afroedura loveridgei",3
"Afroedura nivaria",3
"Afroedura pondolia",3
"Afroedura transvaalica",3
"Afrogecko porphyreus",3
"Afronandus sheljuzhkoi",3.17
"Afronemacheilus abyssinicus",2.82
"Afronemacheilus kaffa",2.81
"Afurcagobius suppositus",3.41
"Afurcagobius tamarensis",3.37
"Agabus bipustulatus",3.40740740740741
"Agabus sturmii",3.40740740740741
"Agama aculeata",2.7
"Agama agama",2.7
"Agama anchietae",3
"Agama armata",2.7
"Agama atra",2.7
"Agama boueti",2.7
"Agama caudospinosa",3
"Agama etoshae",3
"Agama hartmanni",3
"Agama hispida",3
"Agama impalearis",3
"Agama kirkii",3
"Agama knobeli",3
"Agama lionotus",2.7
"Agama montana",3
"Agama mossambica",3
"Agama mwanzae",2.7
"Agama paragama",3
"Agama persimilis",3
"Agama planiceps",2.7
"Agama rueppelli",3
"Agama spinosa",2.7
"Agama sylvana",3
"Agamia agami",4
"Agamura persica",3
"Agamyxis albomaculatus",2.81
"Agamyxis pectinifrons",2.81
"Agapetus fuscipes",2
"Agapornis canus",2
"Agapornis fischeri",2
"Agapornis nigrigenis",2
"Agapornis pullarius",2
"Agapornis roseicollis",2
"Agapornis swindernianus",2.2
"Agapornis taranta",2
"Agelaioides badius",2.6
"Agelaius assimilis",2
"Agelaius humeralis",2
"Agelaius phoeniceus",2.99066575361361
"Agelaius tricolor",2.7
"Agelaius xanthomus",2.6
"Agelasticus cyanopus",2.4
"Agelasticus thilius",2.5
"Agelasticus xanthophthalmus",3
"Agelenidae",2.16666666666667
"Agelenidae sp. (juv)",3.43993487922832
"Ageneiosus inermis",3.98
"Ageneiosus magoi",3.6
"Ageneiosus marmoratus",3.6
"Ageneiosus militaris",3.72
"Ageneiosus pardalis",3.83
"Ageneiosus polystictus",3.82
"Ageneiosus ucayalensis",3.66
"Ageneiosus uranophthalmus",3.75
"Ageneiosus vittatus",3.65
"Aglaeactis aliciae",2.1
"Aglaeactis castelnaudii",2.1
"Aglaeactis cupripennis",2.1
"Aglaeactis pamela",2.1
"Aglaiocercus berlepschi",2.1
"Aglaiocercus coelestis",2.1
"Aglaiocercus kingi",2.1
"Aglaophamus malmgreni",2.88235294117647
"Aglaophamus sp.1",3.10714285714286
"Aglaopteryx",2
"Agoniates anchovia",2.93
"Agoniates halecinus",2.91
"Agonomalus jordani",3.24
"Agonomalus mozinoi",3.16
"Agonomalus proboscidalis",3.25
"Agonopsis asperoculis",3.24
"Agonopsis chiloensis",3.23
"Agonopsis sterletus",3.22
"Agonopsis vulsa",3.26
"Agonostomus catalai",2.39
"Agonostomus monticola",2.98
"Agonostomus telfairii",2.34
"Agonum muelleri",3.5
"Agonum sexpunctatum (juv)",3.48978919631094
"Agonum sp. (juv)",3.51831841716634
"Agonum thoreyi",2
"Agonum viduum",2.23333333333333
"Agonus cataphractus",3.215
"Agosia chrysogaster",2.98
"Agraecina striata",2.57142857142857
"Agriornis albicauda",3.45
"Agriornis lividus",3.45
"Agriornis micropterus",3.45
"Agriornis montanus",3.15
"Agriornis murinus",3.45
"Agriotes acuminatus (juv)",2
"Agriotes aterrimus (juv)",2
"Agriotes sp.",2
"Agriotes sp. (juv)",2
"Agriotinae sp1 (juv)",2
"Agroeca cf brunnea (juv)",3.55813953488372
"Agrostichthys parkeri",4.26
"Aguarunichthys inpai",4.07
"Aguarunichthys tocantinsensis",3.97
"Aguarunichthys torosus",4
"Ahlia egmontis",4.13
"Ahliesaurus berryi",3
"Ahliesaurus brevis",3.28
"Aiakas kreffti",3.43
"Aiakas zinorum",3.25
"Aidablennius sphynx",2.82
"Aidanosagitta bedfordii",3.4
"Aidanosagitta oceania",3.88
"Aidanosagitta septata",3.4
"Ailia coila",3.39
"Ailiichthys punctata",3.23
"Ailuroedus buccoides",2.75
"Ailuroedus crassirostris",2.45
"Ailuroedus melanotis",2.25
"Ailuronyx seychellensis",2.7
"Ailuronyx tachyscopaeus",2.7
"Ailuronyx trachygaster",2
"Ailuropoda melanoleuca",2.15
"Ailurops melanotis",2
"Ailurops ursinus",2
"Ailurus fulgens",2.25
"Aimophila aestivalis",2.8
"Aimophila cassinii",2.8
"Aimophila humeralis",2.6
"Aimophila mystacalis",2.6
"Aimophila quinquestriata",2.7
"Aimophila ruficauda",2.6
"Aimophila stolzmanni",2.6
"Aimophila strigiceps",2.6
"Aimophila sumichrasti",2.6
"Ainigmaptilon antarcticus",2
"Aioliops brachypterus",3.04
"Aioliops megastigma",3.12
"Aioliops novaeguineae",3.03
"Aioliops tetrophthalmus",3.07
"Aipysurus duboisii",4.5
"Aipysurus laevis",4.3
"Aix galericulata",2.4
"Aix sponsa",2
"Akarotaxis nudiceps",3.44
"Akawaio penak",3.15
"Akera bullata",2
"Akihito futuna",2.32
"Akihito vanuatu",2.49
"Akko brevis",3.36
"Akko dionaea",3
"Akko rossi",3.37
"Akodon aerosus",2.8
"Akodon affinis",2.8
"Akodon albiventer",2.8
"Akodon aliquantulus",2.7
"Akodon azarae",2.8
"Akodon bogotensis",2.8
"Akodon boliviensis",2.8
"Akodon budini",2.8
"Akodon cursor",2.8
"Akodon dayi",2.8
"Akodon dolores",2.8
"Akodon fumeus",2.8
"Akodon iniscatus",2.8
"Akodon juninensis",2.8
"Akodon kofordi",2.8
"Akodon latebricola",2.8
"Akodon leucolimnaeus",2.7
"Akodon lindberghi",2.8
"Akodon lutescens",2.8
"Akodon mimus",2.8
"Akodon molinae",2.8
"Akodon mollis",2.8
"Akodon montensis",2.7
"Akodon mystax",2.7
"Akodon neocenus",2.8
"Akodon oenos",2.7
"Akodon orophilus",2.8
"Akodon paranaensis",2.7
"Akodon pervalens",2.7
"Akodon reigi",2.7
"Akodon sanctipaulensis",2.8
"Akodon serrensis",2.8
"Akodon siberiae",2.8
"Akodon simulator",2.8
"Akodon spegazzinii",2.8
"Akodon subfuscus",2.8
"Akodon surdus",2.8
"Akodon sylvanus",2.8
"Akodon toba",2.8
"Akodon torques",2.8
"Akodon varius",2.8
"Akrokolioplax bicornis",2
"Akysis bilustris",3.22
"Akysis brachybarbatus",3.37
"Akysis clavulus",3.39
"Akysis clinatus",3.36
"Akysis ephippifer",3.37
"Akysis fontaneus",3.18
"Akysis fuliginatus",3.14
"Akysis galeatus",3.28
"Akysis hendricksoni",3.56
"Akysis heterurus",3.4
"Akysis longifilis",3.6
"Akysis maculipinnis",3.33
"Akysis manipurensis",3.4
"Akysis microps",3.29
"Akysis pictus",3.66
"Akysis portellus",3.38
"Akysis prashadi",3.68
"Akysis pulvinatus",3.3
"Akysis recavus",3.46
"Akysis scorteus",3.34
"Akysis variegatus",3.39
"Akysis varius",3.46
"Akysis vespa",3.33
"Akysis vespertinus",3.38
"Alabes bathys",3.18
"Alabes brevis",3.03
"Alabes dorsalis",3.38
"Alabes elongata",3.36
"Alabes gibbosa",3.36
"Alabes hoesei",3.17
"Alabes obtusirostris",3.22
"Alabes occidentalis",3.19
"Alabes parvula",3.19
"Alabes scotti",3.23
"Alabes springeri",3.13
"Alacia belgicae",2.015625
"Alacia hettacra",2.015625
"Alaemon alaudipes",2.9
"Alaemon hamertoni",3
"Alaimus",2
"Alarodia slossoniae",2
"Alatina alata",3.21
"Alauda arvensis",2.4
"Alauda gulgula",2.5
"Alauda japonica",2.4
"Alauda razae",2.7
"Albatrossia pectoralis",4.3
"Albericus brunhildae",3
"Albericus darlingtoni",3
"Albericus exclamitans",3
"Albericus fafniri",3
"Albericus gudrunae",3
"Albericus gunnari",3
"Albericus laurini",3
"Albericus murritus",3
"Albericus rhenaurum",3
"Albericus sanguinopictus",3
"Albericus siegfriedi",3
"Albericus swanhildae",3
"Albericus tuberculus",3
"Albericus valkuriarum",3
"Albericus variegatus",3
"Albula argentea",3.31
"Albula esuncula",3.25
"Albula gilberti",3.23
"Albula glossodonta",3.34
"Albula goreensis",3.29
"Albula koreana",3.26
"Albula nemoptera",3.27
"Albula oligolepis",3.26
"Albula pacifica",3.29
"Albula virgata",3.25
"Albula vulpes",3.73
"Albulichthys albuloides",2.79
"Alburnoides bipunctatus",2.89
"Alburnoides coadi",3.08
"Alburnoides devolli",3.07
"Alburnoides economoui",3.07
"Alburnoides eichwaldii",3.08
"Alburnoides emineae",3.06
"Alburnoides fangfangae",3.06
"Alburnoides fasciatus",3.08
"Alburnoides freyhofi",3.07
"Alburnoides gmelini",3.07
"Alburnoides holciki",3.08
"Alburnoides idignensis",3.07
"Alburnoides kosswigi",3.07
"Alburnoides kubanicus",3.07
"Alburnoides kurui",3.07
"Alburnoides maculatus",3.06
"Alburnoides manyasensis",3.07
"Alburnoides namaki",3.07
"Alburnoides nicolausi",3.06
"Alburnoides oblongus",3.08
"Alburnoides ohridanus",3.07
"Alburnoides parhami",3.06
"Alburnoides petrubanarescui",3.07
"Alburnoides prespensis",3.08
"Alburnoides qanati",3.06
"Alburnoides recepi",3.06
"Alburnoides rossicus",3.07
"Alburnoides samiii",3.07
"Alburnoides strymonicus",3.07
"Alburnoides tabarestanensis",3.07
"Alburnoides taeniatus",3.2
"Alburnoides thessalicus",3.07
"Alburnoides varentsovi",3.07
"Alburnoides velioglui",3.07
"Alburnus adanensis",2.74
"Alburnus akili",3.01
"Alburnus albidus",2.79
"Alburnus alburnus",2.70000004768372
"Alburnus amirkabiri",2.79
"Alburnus arborella",2.8
"Alburnus atropatenae",2.79
"Alburnus attalus",2.81
"Alburnus baliki",2.86
"Alburnus battalgilae",2.8
"Alburnus belvica",2.73
"Alburnus caeruleus",2.84
"Alburnus carinatus",2.74
"Alburnus chalcoides",3.37
"Alburnus danubicus",2.73
"Alburnus demiri",2.81
"Alburnus derjugini",2.8
"Alburnus doriae",2.76
"Alburnus escherichii",2.8
"Alburnus filippii",2.78
"Alburnus heckeli",2.79
"Alburnus hohenackeri",2.76
"Alburnus istanbulensis",2.74
"Alburnus kotschyi",2.76
"Alburnus leobergi",2.68
"Alburnus macedonicus",2.76
"Alburnus mandrensis",2.73
"Alburnus mento",2.66
"Alburnus mentoides",2.78
"Alburnus mossulensis",2.75
"Alburnus nasreddini",2.81
"Alburnus neretvae",2.79
"Alburnus nicaeensis",2.76
"Alburnus orontis",2.82
"Alburnus qalilus",2.83
"Alburnus sarmaticus",2.71
"Alburnus sava",2.72
"Alburnus schischkovi",2.72
"Alburnus scoranza",2.76
"Alburnus selcuklui",2.79
"Alburnus sellal",2.79
"Alburnus tarichi",2.73
"Alburnus thessalicus",2.78
"Alburnus timarensis",2.8
"Alburnus vistonicus",2.72
"Alburnus volviticus",2.71
"Alburnus zagrosensis",2.8
"Alca torda",4.23
"Alcedo argentata",3.5
"Alcedo atthis",3.7
"Alcedo azurea",3.8
"Alcedo coerulescens",3.4
"Alcedo cristata",3.6
"Alcedo cyanopectus",3.5
"Alcedo euryzona",3.7
"Alcedo leucogaster",3.5
"Alcedo meninting",3.6
"Alcedo pusilla",3.4
"Alcedo quadribrachys",3.8
"Alcedo semitorquata",3.7
"Alcedo vintsioides",3.7
"Alcedo websteri",3.5
"Alcelaphus buselaphus",2
"Alcelaphus caama",2
"Alcelaphus lichtensteinii",2
"Alces alces",2
"Alces americanus",2
"Alcichthys elongatus",3.59
"Alcippe brunnea",2.7
"Alcippe brunneicauda",2.8
"Alcippe danisi",2.8
"Alcippe dubia",2.8
"Alcippe formosana",3
"Alcippe grotei",3
"Alcippe klossi",2.9
"Alcippe manipurensis",3
"Alcippe morrisonia",2.6
"Alcippe nipalensis",2.4
"Alcippe peracensis",3
"Alcippe poioicephala",2.8
"Alcippe pyrrhoptera",3
"Alcippe rufogularis",3
"Alcockia rostrata",3.61
"Alcolapia alcalica",2.65
"Alcolapia grahami",2.78
"Alcolapia latilabris",2.88
"Alcolapia ndalalani",3.2
"Alcyonidium mytili",2
"Alderia modesta",2
"Aldrichetta forsteri",2.51
"Aldrovandia affinis",3.3
"Aldrovandia gracilis",3.32
"Aldrovandia mediorostris",3.3
"Aldrovandia oleosa",3.061
"Aldrovandia phalacra",3.17
"Aldrovandia rostrata",3.5
"Aleadryas rufinucha",2.9
"Alectis alexandrina",3.6
"Alectis ciliaris",3.95
"Alectis indica",4.09
"Alectoris graeca",2.3
"Alectoris magna",2.1
"Alectoris rufa",2.1
"Alectrias alectrolophus",3.13
"Alectrias benjamini",2.68
"Alectrias cirratus",2.72
"Alectrias gallinus",2.71
"Alectrias markevichi",2.75
"Alectrias mutsuensis",2.72
"Alectridium aurantiacum",2.63
"Alectroenas madagascariensis",2
"Alectroenas pulcherrima",2
"Alectroenas sganzini",2
"Alectura lathami",2.2
"Aleocharinae",2.8531746031746
"Aleocharinae sp1 (juv)",3
"Aleocharinae sp2",3
"Alepes apercna",3.45
"Alepes djedaba",3.3199999332428
"Alepes kleinii",3.54
"Alepes melanoptera",3.35
"Alepes vari",3.65
"Alepidomus evermanni",3.13
"Alepisaurus brevirostris",3.81
"Alepisaurus ferox",4.03
"Alepocephalus agassizii",3.89
"Alepocephalus andersoni",3.62
"Alepocephalus antipodianus",3.67
"Alepocephalus asperifrons",3.62
"Alepocephalus australis",3.68
"Alepocephalus bairdii",3.69
"Alepocephalus bicolor",3.52
"Alepocephalus blanfordii",3.62
"Alepocephalus dentifer",3.53
"Alepocephalus fundulus",3.44
"Alepocephalus longiceps",3.41
"Alepocephalus longirostris",3.59
"Alepocephalus melas",3.62
"Alepocephalus owstoni",3.58
"Alepocephalus planifrons",3.54
"Alepocephalus productus",3.59
"Alepocephalus rostratus",3.67
"Alepocephalus tenebrosus",3.5
"Alepocephalus triangularis",3.49
"Alepocephalus umbriceps",3.66
"Alertichthys blacki",3.3
"Alestes ansorgii",2.95
"Alestes baremoze",3.05
"Alestes dentex",2.93
"Alestes inferus",2.96
"Alestes liebrechtsii",2.94
"Alestes macrophthalmus",2
"Alestes stuhlmannii",2.95
"Alestopetersius bifasciatus",3.08
"Alestopetersius brichardi",3.11
"Alestopetersius caudalis",3.08
"Alestopetersius compressus",3.11
"Alestopetersius conspectus",3.08
"Alestopetersius hilgendorfi",3.11
"Alestopetersius leopoldianus",3.1
"Alestopetersius nigropterus",3.09
"Alestopetersius smykalai",3.07
"Alestopetersius tumbensis",3.07
"Alethe choloensis",3
"Alethe diademata",3.2
"Alethe fuelleborni",3
"Alethe poliocephala",3.2
"Alethe poliophrys",3
"Aleurothrixus",2
"Alexandrella mixta",3.27272727272727
"Alfaro cultratus",3.35
"Alfaro huberi",2.96
"Algansea amecae",2.98
"Algansea aphanea",2.98
"Algansea avia",2.98
"Algansea barbata",2.98
"Algansea lacustris",2.98
"Algansea monticola",2.98
"Algansea popoche",2.98
"Algansea tincella",2.98
"Algyroides fitzingeri",3
"Algyroides marchi",3
"Algyroides moreoticus",3
"Algyroides nigropunctatus",3
"Alionematichthys ceylonensis",3.22
"Alionematichthys crassiceps",3.2
"Alionematichthys minyomma",3.23
"Alionematichthys phuketensis",3.13
"Alionematichthys piger",3.24
"Alionematichthys plicatosurculus",3.23
"Alionematichthys riukiuensis",3.23
"Alionematichthys samoaensis",3.19
"Alionematichthys shinoharai",3.14
"Alionematichthys suluensis",3.16
"Alionematichthys winterbottomi",3.24
"Alionycteris paucidentata",2
"Alipiopsitta xanthops",2
"Alitta virens",2.41895604395604
"Allacma fusca",2
"Allactaga balikunica",2.2
"Allactaga bullata",2.2
"Allactaga elater",2.2
"Allactaga euphratica",2.2
"Allactaga firouzi",2.2
"Allactaga hotsoni",2.2
"Allactaga major",2.2
"Allactaga severtzovi",2.2
"Allactaga sibirica",2.7
"Allactaga tetradactyla",2.2
"Allactaga vinogradovi",2.2
"Allactaga williamsi",2.2
"Allactodipus bobrinskii",2.2
"Allaiulus nitidus (juv) {l}",2.75
"Allaiulus nitidus (juv) {s}",2.75
"Allaiulus nitidus {xl}",2.75
"Allaiulus nitidus {xxl}",2.75
"Alle alle",3.27
"Allenbatrachus grunniens",3.53
"Allenbatrachus meridionalis",3.48
"Allenbatrachus reticulatus",3.37
"Allenichthys glauerti",4.07
"Allenopithecus nigroviridis",2.5
"Alligator mississippiensis",4.22
"Alliphis siculus",2.56944444444444
"Allips concolor",3.8
"Allobates femoralis",3
"Allobates hodli",3
"Allobates marchesianus",3
"Allobates pittieri",3
"Allobates rufulus",3
"Allobates talamancae",3
"Alloblennius anuchalis",2.75
"Alloblennius frondiculus",2.76
"Alloblennius jugularis",2.27
"Alloblennius parvus",2.7
"Alloblennius pictus",2.7
"Allocareproctus jordani",3.64
"Allocareproctus kallaion",3.53
"Allocareproctus tanix",3.33
"Allocareproctus unangas",3.44
"Allocareproctus ungak",3.44
"Allocebus trichotis",2
"Alloclinus holderi",3.58
"Allocricetulus curtatus",2.2
"Allocricetulus eversmanni",2.2
"Allocyttus folletti",3.78
"Allocyttus guineensis",3.68
"Allocyttus niger",3.38
"Allocyttus verrucosus",4.19
"Allodontichthys hubbsi",2.07
"Allodontichthys polylepis",2.05
"Allodontichthys tamazulae",2.06
"Allodontichthys zonistius",2.06
"Allolobophora chlorotica",2
"Allomicrodesmus dorotheae",3.06
"Allomogurnda flavimarginata",3.22
"Allomogurnda hoesei",3.26
"Allomogurnda insularis",3.2
"Allomogurnda landfordi",3.21
"Allomogurnda montana",3.22
"Allomogurnda multicincta",3.13
"Allomogurnda nesolepis",3.17
"Allomogurnda papua",3.33
"Allomogurnda sampricei",3.18
"Allomycterus pilatus",3.59
"Alloophorus robustus",2
"Allopaa hazarensis",3
"Allophryne ruthveni",3
"Allosergestes pectinatus",3.14
"Allosergestes sargassi",3.13
"Allosmerus elongatus",3.25
"Allosuctobelba grandis",3.375
"Allotanais hirsutus",2
"Alloteuthis media",3.47
"Alloteuthis subulata",4.5
"Allothunnus fallai",3.7
"Allotoca catarinae",2.16
"Allotoca diazi",2.83
"Allotoca dugesii",2
"Allotoca goslinei",2.07
"Allotoca maculata",2.16
"Allotoca meeki",2.16
"Allotoca regalis",2.16
"Allotoca zacapuensis",2.49
"Alluroteuthis antarcticus",3.88333333333333
"Alomasoma belyaevi",2
"Alona affinis",2.03333333333333
"Alona costata",2.04166666666667
"Alona quadrangularis",2
"Alona rectangula",2
"Alonella sp.",2.14285714285714
"Alophoixus finschii",3
"Alopias pelagicus",4.5
"Alopias superciliosus",4.51
"Alopias vulpinus",4.5
"Alopoglossus angulatus",3
"Alopoglossus atriventris",3
"Alopoglossus copii",3
"Alopoglossus festae",3
"Alosa aestivalis",3.24776729559748
"Alosa agone",3.79
"Alosa alabamae",2.66
"Alosa algeriensis",3.88
"Alosa alosa",2.95
"Alosa braschnikowi",3.94
"Alosa caspia",3.47
"Alosa chrysochloris",3.89
"Alosa curensis",3.58
"Alosa fallax",4.03
"Alosa immaculata",3.98
"Alosa kessleri",4.46
"Alosa killarnensis",3.64
"Alosa macedonica",3.71
"Alosa maeotica",4.44
"Alosa mediocris",3.53549019607843
"Alosa pseudoharengus",3.18925287356322
"Alosa sapidissima",3.20428571428571
"Alosa saposchnikowii",4.39
"Alosa sphaerocephala",3.7
"Alosa suworowi",3.67
"Alosa tanaica",3.64
"Alosa vistonica",3.6
"Alosa volgensis",3.79
"Alouatta belzebul",2
"Alouatta caraya",2
"Alouatta coibensis",2
"Alouatta guariba",2
"Alouatta macconnelli",2
"Alouatta nigerrima",2
"Alouatta palliata",2
"Alouatta pigra",2
"Alouatta sara",2
"Alouatta seniculus",2
"Alphestes afer",3.43285714285714
"Alphestes immaculatus",3.5
"Alphestes multiguttatus",3.5
"Alpheus formosus",2
"Alpheus frontalis",2
"Alpheus heterochaelis",2.13
"Alpheus lottini",2
"Alsophylax laevis",3
"Alsophylax loricatus",3
"Alsophylax pipiens",3
"Alsophylax przewalskii",3
"Alsophylax szczerbaki",3
"Alsophylax tadjikiensis",3
"Alteutha depressa",2.90625
"Alticola albicaudus",2
"Alticola argentatus",2
"Alticola barakshin",2
"Alticola lemminus",2
"Alticola macrotis",2
"Alticola montosa",2
"Alticola olchonensis",2
"Alticola roylei",2
"Alticola semicanus",2
"Alticola stoliczkanus",2
"Alticola strelzowi",2
"Alticola tuvinicus",2
"Alticorpus geoffreyi",2.72
"Alticorpus macrocleithrum",3.5
"Alticorpus mentale",2.68
"Alticorpus peterdaviesi",2
"Alticorpus profundicola",2.75
"Alticus anjouanae",2
"Alticus arnoldorum",2
"Alticus kirkii",2
"Alticus magnusi",2
"Alticus monochrus",2
"Alticus montanoi",2
"Alticus orientalis",2
"Alticus saliens",2
"Alticus sertatus",2.14
"Alticus simplicirrus",2
"Altigius alios",3
"Altiphylax baturensis",3
"Altiphylax levitoni",3
"Altiphylax stoliczkai",3
"Altiphylax tokobajevi",3
"Altolamprologus calvus",3.35
"Altolamprologus compressiceps",3.58
"Altrichthys azurelineatus",2.8
"Altrichthys curatus",2.83
"Aluterus heudelotii",2
"Aluterus monoceros",3.84
"Aluterus schoepfi",2.9741935483871
"Aluterus schoepfii",2.34333333333333
"Aluterus scripta",2.77777777777778
"Aluterus scriptus",2.81
"Alytes cisternasii",3
"Alytes dickhilleni",3
"Alytes muletensis",3
"Alytes obstetricans",3
"Amalosia jacovae",3
"Amalosia lesueurii",3
"Amalosia obscura",3
"Amalosia rhombifer",3
"Amamiichthys matsubarai",3.48
"Amanses scopas",2.86
"Amapasaurus tetradactylus",3
"Amara aenea",3.41651785714286
"Amara plebja",3
"Amaralia hypsiura",3.17
"Amaralia oviraptor",3.16
"Amarginops platus",3.4
"Amarsipus carlsbergi",3.46
"Amatitlania altoflava",2.27
"Amatitlania coatepeque",2.27
"Amatitlania kanna",2.31
"Amatitlania myrnae",2
"Amatitlania nanolutea",2.42
"Amatitlania nigrofasciata",3.26
"Amatitlania sajica",2.27999997138977
"Amatitlania septemfasciata",2.22
"Amatitlania siquia",2.33
"Amaurobius fenestralis",3.13553113553114
"Amaurobius sp. (juv)",3.42248584823629
"Amaurocichla bocagei",3
"Amaurolimnas concolor",3
"Amauropsis rossiana",3.25
"Amaurornis akool",2.5
"Amaurornis bicolor",2.6
"Amaurornis flavirostra",3.2
"Amaurornis isabellina",2.8
"Amaurornis moluccana",3
"Amaurornis olivacea",3
"Amaurornis olivieri",2.8
"Amaurornis phoenicurus",2.8
"Amazona aestiva",2
"Amazona agilis",2
"Amazona albifrons",2
"Amazona amazonica",2
"Amazona autumnalis",2
"Amazona barbadensis",2
"Amazona brasiliensis",2.1
"Amazona collaria",2
"Amazona dufresniana",2
"Amazona farinosa",2
"Amazona festiva",2
"Amazona finschi",2
"Amazona kawalli",3
"Amazona leucocephala",2
"Amazona mercenaria",2
"Amazona ochrocephala",2
"Amazona pretrei",2
"Amazona rhodocorytha",2
"Amazona tucumana",2
"Amazona ventralis",2
"Amazona viridigenalis",2
"Amazona vittata",2
"Amazona xantholora",2
"Amazonetta brasiliensis",2.2
"Amazonspinther dalmata",2.89
"Amazonsprattus scintilla",3.15
"Ambassis agassizii",3.3
"Ambassis agrammus",3.26
"Ambassis ambassis",3.65
"Ambassis buruensis",3.40000009536743
"Ambassis buton",3.22
"Ambassis dussumieri",3.32
"Ambassis elongata",3.26
"Ambassis fontoynonti",3.22
"Ambassis gymnocephalus",3.91
"Ambassis interrupta",2.74
"Ambassis jacksoniensis",3.1
"Ambassis kopsii",3.04
"Ambassis macleayi",3.18
"Ambassis macracanthus",3.37
"Ambassis marianus",3.36
"Ambassis miops",3.45
"Ambassis nalua",3.36
"Ambassis natalensis",3.42
"Ambassis urotaenia",3.38
"Ambassis vachellii",3.27
"Ambastaia nigrolineata",3.21
